Emotion,Text
joy, Let's hope this stroke of good luck lasts . I hope we are over our financial difficulties for good . 
neutral, Frightened ? You must be joking . 
joy,When we got a young dog.
fear,"miss geng-2 clan , bila la aku bole join korang ? :/"
joy,I felt glad when I took the rather difficult organic chemistry examination.
joy," Sounds good . The food there is fantastic , too . "
sadness, I'm very sorry about this . 
joy,"More then 40,000 ecstatic fans filled stadia each night to scream at the girly they instantly dubbed the Mighty Minogue . "
anger,"Angry with my brother, who was making fun of me, teasing me."
anger,"A stranger to the district , coming over a brow of the hill , would have stopped astonished and perhaps a little peeved to see Ploughman 's Lane lying beneath him . "
anger,"A member of a religious sect tried to convert me, using really evil tricks to persuade me.  After he had left, I was anxious and angry for a long time. After the event, I was alone."
sadness,"It 's possible to be sad about your babies becoming children , and yet accept the fact that you won't have any more . "
neutral,How is he ? 
sadness,"My sister was impolite to my father when the family was having lunch together at a restaurant.  She thought that our parents had been prejudiced against her, this was an extreme thought."
neutral, That's all right . But why were you so rude to me at lunch . 
sadness," Oh , sorry . I didn ’ t notice it . Sorry . "
fear,A night out watching airplanes! If only i cud enjoy getting on it as much as i enjoy watching it fly across the sky 
joy, Make it three cups . Here comes Harry . 
anger," Great , because I am really mad at William . I mean , what kind of an idiot wouldn't be able to appreciate a smart , beautiful woman like me ? Anybody who would be friends with that guy has to be really dumb . "
fear, I think you have chicken pox ! You are contagious ! Get away ! Don ’ t breathe on me ! 
joy,"In the last 10 days of the trail , however , he became much happier to take risks , although babies remained unkissed . "
fear,As a result of breaking the indicator light as mentioned for guilt.
fear,After a motor accident (I was the frong-seat-passenger) I spit blood.
anger,"When a teacher though pretending to be a highly cultivated teacher and a man, slapped a classmate of mine in the face quite undeservedly."
neutral, What ? 
joy,When I was admitted to the Chinese universiity.
joy,When I received my U.E. accredited as I was totally unexpecting it and I was so happy.
anger,My father had once again told me that I should be careful and try to seek admission to other places also apart from the faculty of Social Sciences at the university of Helsinki.  I was not at all interested in any other place and had no time to study for other entrance exams.
sadness,"My friend was pregnant, but lost her child during the second month. I went to see her at hospital - she was crying. I felt very sorry for her."
sadness, I am sorry . There is a speed limit . 
fear,When I almost ran over a small boy who suddenly was in front of my car.
sadness,When I failed at the first entrance exam.
fear,"Our , most of our rules and most of our laws are made by people who are frightened of losing their property , and not the sort of people who are frightened of being mugged at night . "
anger,Someone told me we are not as good as the All English Class.
joy,What a nice day ! Why don't we go for an outing ? 
neutral, What ? 
anger,I was very angry when one day I went to see my girlfriend I talked to her and could not answer back. She was depressed for reasons which were not known to me.
anger,"In a very important basket-ball match where a lot was at stake, I played very badly."
sadness,Power cut made me unable to listen to the songs sung by my favourite pop star.
anger,Brother continually interupting while I was talking on the telephone.
fear,@sachaLan Free Expression As Revolution 
anger,Punished by a leader.
joy,When I received my promotion letter.
sadness,When my grandmother passed away.
fear,"Once when I crossed the street, and was nearly trampled by a car."
sadness, I already had that idea . 
joy," It ’ s fine . I am actually from Mexico . I was in China on a business trip , visiting some local companies that manufacture bathroom products . "
neutral," I can see that you are trying , but where do you think you could improve ? "
joy,When I won the first prize in a cross country race.
joy,When I succeded in establishing a contact with a girl (who is now my girlfriend).
sadness, I don ’ t have one time in particular . I just go to sleep whenever I feel tired . 
anger,Faint annoyance began to show on Major Tzann 's face . 
neutral, Fine ! 
anger,"While at school I had to write an essay for doing something wrong that I didn't do. I wrote the essay about how I was mistreated and got Saturday morning detention along with a few other kids, but they didn't show up."
